customer_id,signup_date,acquisition_channel,signup_discount,plan_type,meals_per_week,servings,weekly_price,weeks_active,weeks_skipped,skip_rate,times_paused,support_contacts,delivery_issues,app_sessions_last_30_days,avg_recipe_rating,avg_recipe_difficulty_rating,nps_score,churned,weeks_to_churn
HF-04250,2022-12-29,paid_social,30_percent,Fit_and_Wholesome,3,2,32.62,47,7,0.15,1,1,0,14,4.8,3.4,73,0,
HF-04251,2023-03-24,organic,50_percent,Fit_and_Wholesome,3,4,60.4,19,8,0.44,3,3,2,4,4.7,2.2,49,1,7
HF-04252,2022-08-22,organic,50_percent,Classic,5,2,50.54,73,8,0.11,0,0,1,15,4.0,2.9,74,0,
HF-04253,2023-07-17,paid_social,50_percent,Veggie,3,2,31.57,52,12,0.24,2,3,0,10,3.8,2.0,64,1,33
HF-04254,2024-03-28,paid_social,50_percent,Family,3,4,57.07,47,17,0.36,1,3,2,7,3.2,2.8,-74,1,43
HF-04255,2022-09-19,paid_social,30_percent,Classic,3,4,63.32,1,0,0.39,3,4,2,4,5.0,2.6,100,1,1
HF-04256,2024-04-06,tv_ad,30_percent,Fit_and_Wholesome,4,4,77.73,93,12,0.12,0,0,0,20,4.9,2.8,80,0,
HF-04257,2022-05-05,organic,none,Family,3,4,61.64,79,2,0.03,0,0,1,12,5.0,2.7,88,0,
HF-04258,2024-06-29,paid_social,free_first_box,Classic,2,4,41.41,24,14,0.58,3,3,2,4,2.8,2.8,-18,1,8
HF-04259,2022-09-02,paid_social,50_percent,Pescatarian,4,2,38.12,1,0,0.37,2,3,2,4,4.5,3.4,12,1,1
HF-04260,2023-06-26,referral,30_percent,Family,3,2,31.96,74,0,0.0,0,0,0,11,5.0,2.5,100,0,
HF-04261,2023-04-30,influencer,30_percent,Fit_and_Wholesome,3,2,30.94,77,3,0.04,0,1,0,17,4.2,3.6,57,0,
HF-04262,2022-05-02,paid_social,free_first_box,Classic,3,2,33.72,38,3,0.09,1,3,0,17,3.4,3.1,-25,0,
HF-04263,2022-05-05,paid_social,50_percent,Classic,4,4,80.23,45,18,0.39,1,1,1,9,5.0,1.9,40,0,
HF-04264,2023-07-03,influencer,50_percent,Classic,3,2,29.72,39,9,0.23,0,2,1,8,3.8,3.4,41,0,
HF-04265,2022-06-19,paid_social,50_percent,Pescatarian,2,2,18.93,31,6,0.2,1,2,1,8,4.0,3.1,38,1,28
HF-04266,2022-05-04,paid_social,30_percent,Pescatarian,4,2,36.43,56,6,0.1,0,0,0,16,4.8,2.1,77,0,
HF-04267,2024-05-18,tv_ad,free_first_box,Veggie,2,2,19.32,29,3,0.12,1,3,1,12,4.4,2.8,37,0,
HF-04268,2022-02-04,organic,50_percent,Classic,4,4,79.29,59,1,0.02,2,2,0,12,4.8,3.0,57,0,
HF-04269,2022-03-28,paid_social,30_percent,Classic,2,2,20.48,48,18,0.37,1,2,0,11,5.0,2.3,100,1,30
HF-04270,2023-10-08,paid_social,free_first_box,Fit_and_Wholesome,3,2,27.09,13,6,0.45,2,3,2,2,4.6,2.3,30,0,
HF-04271,2023-12-09,paid_social,50_percent,Fit_and_Wholesome,2,2,19.48,31,12,0.38,2,3,1,4,2.3,3.4,-60,0,
HF-04272,2024-02-25,paid_social,30_percent,Pescatarian,3,4,61.03,45,11,0.23,2,3,1,13,4.5,3.3,52,0,
HF-04273,2022-07-20,influencer,50_percent,Fit_and_Wholesome,3,4,61.23,68,3,0.04,0,1,0,24,4.9,2.5,51,0,
HF-04274,2023-01-04,referral,30_percent,Fit_and_Wholesome,2,2,16.24,90,0,0.0,0,0,0,17,5.0,2.6,84,0,
HF-04275,2024-03-07,organic,none,Fit_and_Wholesome,3,4,61.29,86,2,0.02,0,0,0,16,4.6,2.4,82,0,
HF-04276,2022-03-18,influencer,50_percent,Veggie,5,4,99.31,18,10,0.57,3,3,2,1,4.5,1.8,87,0,
HF-04277,2022-02-28,referral,30_percent,Classic,3,4,59.51,88,7,0.08,0,0,1,21,4.5,2.4,86,0,
HF-04278,2023-03-07,paid_social,free_first_box,Pescatarian,4,4,75.11,57,12,0.21,0,2,2,18,4.3,2.8,23,0,
HF-04279,2023-09-30,referral,free_first_box,Fit_and_Wholesome,5,4,102.79,42,8,0.19,0,2,1,6,5.0,3.1,85,1,13
HF-04280,2023-05-15,influencer,none,Classic,5,2,50.25,74,0,0.0,1,1,0,15,5.0,3.2,94,0,
HF-04281,2022-04-19,influencer,50_percent,Classic,4,4,76.78,46,23,0.51,2,1,2,3,3.8,3.4,28,0,
HF-04282,2024-01-06,paid_social,free_first_box,Classic,3,4,60.63,18,9,0.48,3,3,3,5,4.6,2.4,86,1,17
HF-04283,2022-10-05,organic,50_percent,Veggie,5,4,100.49,79,9,0.12,2,1,1,12,4.3,1.9,74,0,
HF-04284,2022-03-09,referral,50_percent,Classic,4,4,82.29,86,0,0.0,0,2,0,15,4.6,1.6,91,0,
HF-04285,2022-03-10,influencer,30_percent,Classic,4,2,39.3,64,5,0.07,0,1,1,11,4.8,2.6,76,0,
HF-04286,2022-06-14,paid_social,50_percent,Veggie,2,2,19.98,42,12,0.29,1,2,1,8,4.4,2.2,90,0,
HF-04287,2023-05-04,referral,50_percent,Classic,5,2,48.61,79,15,0.19,2,1,1,15,4.4,1.8,100,1,41
HF-04288,2022-11-01,influencer,free_first_box,Fit_and_Wholesome,4,4,81.04,26,8,0.31,1,2,1,11,4.5,4.5,-20,0,
HF-04289,2024-06-27,referral,30_percent,Veggie,4,2,38.35,74,0,0.0,0,0,0,22,4.1,2.8,95,0,
HF-04290,2023-11-05,referral,free_first_box,Veggie,2,2,18.17,49,10,0.21,1,2,0,11,4.2,3.0,56,1,20
HF-04291,2022-12-31,paid_social,30_percent,Classic,2,2,19.82,62,6,0.09,2,0,0,16,4.3,3.0,54,0,
HF-04292,2024-05-03,paid_social,free_first_box,Classic,5,2,47.45,1,1,0.52,4,3,2,2,4.5,4.1,-36,1,1
HF-04293,2024-03-31,paid_social,50_percent,Classic,3,4,63.08,52,3,0.05,0,1,2,17,4.9,2.5,91,0,
HF-04294,2023-01-14,tv_ad,50_percent,Fit_and_Wholesome,3,4,63.73,90,0,0.0,0,0,0,16,4.8,2.9,100,0,
HF-04295,2022-12-09,paid_social,50_percent,Fit_and_Wholesome,4,4,78.93,37,10,0.28,2,2,1,11,3.5,3.7,1,0,
HF-04296,2024-06-17,referral,30_percent,Classic,2,2,17.19,59,0,0.0,1,0,0,21,5.0,3.6,98,0,
HF-04297,2023-07-08,organic,30_percent,Veggie,3,4,60.55,77,0,0.0,0,0,0,19,4.6,2.5,100,0,
HF-04298,2022-12-20,paid_social,none,Classic,3,2,28.98,77,0,0.0,0,0,0,17,4.6,3.5,69,0,
HF-04299,2023-02-20,referral,none,Family,3,2,32.29,64,1,0.01,0,0,0,23,4.9,1.4,100,0,
HF-04300,2022-04-19,organic,30_percent,Family,3,4,58.31,86,3,0.03,0,1,0,20,5.0,3.8,100,0,
HF-04301,2023-07-17,influencer,50_percent,Veggie,2,4,41.01,73,0,0.0,0,1,0,13,5.0,2.9,85,0,
HF-04302,2024-02-01,organic,50_percent,Fit_and_Wholesome,2,4,40.15,55,0,0.0,1,0,1,13,5.0,3.0,82,0,
HF-04303,2023-05-12,organic,none,Fit_and_Wholesome,3,2,28.59,83,0,0.0,0,0,1,23,4.8,1.8,71,0,
HF-04304,2022-12-07,paid_social,free_first_box,Fit_and_Wholesome,5,2,50.38,27,13,0.48,4,4,2,10,4.6,2.5,-34,1,19
HF-04305,2023-01-18,tv_ad,50_percent,Fit_and_Wholesome,3,2,31.7,45,4,0.09,1,1,1,8,4.9,2.7,-7,1,19
HF-04306,2023-06-17,paid_social,free_first_box,Family,2,2,20.13,17,6,0.32,1,4,1,7,4.3,3.3,-5,1,5
HF-04307,2022-10-27,organic,50_percent,Veggie,2,2,20.15,46,12,0.25,2,0,0,13,5.0,2.4,100,0,
HF-04308,2022-05-19,paid_social,30_percent,Veggie,4,2,38.17,87,1,0.01,0,0,1,17,4.0,2.6,50,0,
HF-04309,2022-12-25,tv_ad,50_percent,Pescatarian,5,2,52.19,35,8,0.22,2,2,1,6,2.6,3.1,11,1,25
HF-04310,2024-04-15,organic,50_percent,Fit_and_Wholesome,3,2,32.03,67,8,0.13,1,0,1,17,5.0,1.1,95,0,
HF-04311,2023-05-14,organic,none,Fit_and_Wholesome,2,4,39.1,74,6,0.08,2,2,1,12,5.0,2.8,90,0,
HF-04312,2023-01-20,paid_social,none,Classic,3,4,59.63,79,6,0.08,0,0,1,11,4.3,2.4,95,0,
HF-04313,2023-08-27,referral,none,Classic,4,4,82.67,66,4,0.07,0,0,0,21,5.0,3.1,100,0,
HF-04314,2022-10-07,organic,30_percent,Classic,3,2,27.67,81,10,0.12,0,0,0,23,4.8,2.2,91,0,
HF-04315,2023-09-29,organic,50_percent,Veggie,3,2,31.15,46,13,0.27,1,3,0,10,5.0,2.3,100,0,
HF-04316,2023-04-28,paid_social,50_percent,Veggie,4,2,38.8,25,14,0.57,2,3,2,3,3.8,3.2,14,1,17
HF-04317,2024-06-27,tv_ad,none,Family,5,2,53.46,67,11,0.17,1,0,1,15,4.6,2.9,100,0,
HF-04318,2022-04-21,influencer,50_percent,Veggie,2,2,20.09,18,9,0.49,3,3,1,3,5.0,3.2,100,1,16
HF-04319,2024-05-15,paid_social,50_percent,Fit_and_Wholesome,5,2,52.42,30,6,0.2,2,2,1,11,3.4,3.1,-1,0,
HF-04320,2022-05-19,influencer,30_percent,Classic,3,4,58.36,70,6,0.09,1,1,1,12,5.0,2.8,100,0,
HF-04321,2023-03-11,referral,none,Pescatarian,4,2,37.42,88,0,0.0,0,0,0,16,5.0,2.5,48,0,
HF-04322,2023-05-24,referral,none,Veggie,3,4,59.41,71,0,0.0,1,0,0,12,4.4,2.3,95,0,
HF-04323,2022-09-30,paid_social,30_percent,Fit_and_Wholesome,3,4,60.41,71,5,0.07,0,1,0,9,3.6,2.0,13,0,
HF-04324,2022-04-09,referral,30_percent,Classic,3,2,28.92,79,7,0.09,0,0,0,12,5.0,2.6,78,0,
HF-04325,2024-02-03,organic,30_percent,Veggie,3,2,31.46,39,2,0.06,0,2,1,12,4.8,2.0,89,0,
HF-04326,2024-04-29,referral,50_percent,Veggie,2,4,39.5,70,14,0.2,1,2,0,14,5.0,3.0,93,0,
HF-04327,2022-04-14,organic,50_percent,Veggie,3,2,25.78,58,5,0.08,0,1,0,16,4.0,2.3,46,0,
HF-04328,2022-08-02,organic,30_percent,Pescatarian,3,2,31.05,80,12,0.15,1,1,1,19,4.7,2.3,77,0,
HF-04329,2024-01-31,organic,30_percent,Pescatarian,2,4,38.15,93,8,0.08,0,0,0,14,4.9,2.0,79,0,
HF-04330,2023-10-26,paid_social,50_percent,Family,5,4,99.08,35,7,0.2,1,1,1,12,5.0,3.2,45,0,
HF-04331,2024-02-01,influencer,free_first_box,Fit_and_Wholesome,2,4,43.03,9,5,0.52,3,4,2,4,4.2,2.6,71,0,
HF-04332,2024-02-26,referral,50_percent,Family,3,2,33.49,76,13,0.18,1,0,0,19,5.0,2.9,100,0,
HF-04333,2022-06-14,paid_social,50_percent,Pescatarian,2,2,18.81,43,14,0.32,2,2,1,10,4.9,1.1,87,0,
HF-04334,2024-05-02,paid_social,30_percent,Classic,3,2,31.1,74,0,0.0,0,0,0,19,5.0,4.1,36,0,
HF-04335,2023-06-04,referral,30_percent,Classic,3,2,28.84,83,0,0.0,0,0,0,19,5.0,1.9,100,0,
HF-04336,2022-10-11,influencer,free_first_box,Classic,3,2,29.37,16,5,0.33,2,2,2,4,4.0,3.4,8,0,
HF-04337,2023-06-01,paid_social,none,Classic,2,2,18.75,63,10,0.17,2,2,1,19,4.5,2.8,100,0,
HF-04338,2023-10-19,organic,free_first_box,Classic,2,4,36.47,56,7,0.12,1,1,1,20,3.6,3.3,55,0,
HF-04339,2023-09-05,paid_social,50_percent,Classic,4,4,80.03,3,1,0.41,2,3,2,4,4.6,2.3,26,1,3
HF-04340,2022-06-13,referral,50_percent,Fit_and_Wholesome,3,4,60.46,66,0,0.0,1,1,0,20,5.0,2.3,100,0,
HF-04341,2024-06-04,tv_ad,none,Classic,3,4,58.54,78,0,0.0,0,0,0,18,5.0,2.7,98,0,
HF-04342,2023-10-21,organic,50_percent,Classic,2,2,22.14,66,11,0.17,2,0,0,16,4.6,2.6,78,0,
HF-04343,2022-03-05,paid_social,50_percent,Fit_and_Wholesome,4,2,39.05,12,4,0.35,1,2,1,6,3.7,2.8,-20,1,8
HF-04344,2022-04-01,referral,none,Pescatarian,2,4,38.65,72,0,0.0,0,0,0,22,5.0,2.8,91,0,
HF-04345,2022-04-27,paid_social,30_percent,Family,5,4,100.85,47,7,0.15,1,0,0,13,3.8,4.4,40,1,27
HF-04346,2024-05-15,referral,free_first_box,Veggie,3,2,26.85,82,0,0.0,0,0,0,21,3.8,2.2,100,0,
HF-04347,2022-09-24,organic,50_percent,Veggie,3,2,31.75,99,0,0.0,1,0,1,15,5.0,2.8,83,0,
HF-04348,2024-04-01,organic,50_percent,Classic,4,4,79.04,64,16,0.24,1,1,1,5,4.3,2.7,92,0,
HF-04349,2023-11-16,paid_social,none,Classic,4,2,41.9,64,3,0.05,2,0,0,23,4.9,2.3,93,0,
HF-04350,2023-07-13,tv_ad,50_percent,Classic,3,2,32.52,60,0,0.0,0,2,1,13,5.0,3.0,100,0,
HF-04351,2022-05-20,referral,50_percent,Classic,3,2,31.22,67,7,0.1,0,0,0,16,4.2,3.3,28,0,
HF-04352,2022-09-03,paid_social,50_percent,Family,3,4,58.26,46,9,0.2,1,1,0,17,4.9,2.5,74,0,
HF-04353,2023-10-23,referral,50_percent,Classic,5,2,47.4,82,0,0.01,2,0,0,15,5.0,3.8,37,0,
HF-04354,2024-01-28,organic,50_percent,Classic,3,4,57.01,32,9,0.3,1,2,1,11,4.6,2.5,81,1,10
HF-04355,2023-01-30,referral,50_percent,Classic,2,2,22.17,71,0,0.0,0,0,0,23,5.0,3.1,97,0,
HF-04356,2023-05-02,referral,30_percent,Fit_and_Wholesome,2,2,19.69,78,0,0.0,0,0,0,19,5.0,2.7,93,0,
HF-04357,2023-04-21,referral,free_first_box,Classic,2,4,38.72,38,12,0.32,2,0,1,14,5.0,2.5,88,0,
HF-04358,2023-06-01,paid_social,50_percent,Veggie,2,2,19.7,36,7,0.21,0,1,1,9,3.8,3.0,29,0,
HF-04359,2022-07-03,influencer,30_percent,Classic,2,2,22.12,62,2,0.03,2,1,0,19,4.7,2.9,100,1,60
HF-04360,2022-01-20,referral,50_percent,Classic,3,2,31.5,73,0,0.0,0,0,0,18,4.7,1.8,100,0,
HF-04361,2023-07-12,paid_social,free_first_box,Classic,2,4,40.8,4,2,0.57,1,4,2,0,4.1,3.1,44,1,3
HF-04362,2023-06-08,organic,30_percent,Veggie,3,2,31.22,70,0,0.0,2,0,0,18,4.8,3.3,88,0,
HF-04363,2023-08-05,tv_ad,30_percent,Classic,3,2,30.3,87,0,0.0,1,1,0,11,3.7,2.8,100,0,
HF-04364,2023-06-13,tv_ad,50_percent,Fit_and_Wholesome,2,4,40.52,54,8,0.15,1,1,1,8,4.6,1.7,67,0,
HF-04365,2024-06-01,paid_social,30_percent,Veggie,2,2,20.4,51,12,0.23,0,1,1,13,4.2,2.1,45,0,
HF-04366,2022-05-27,paid_social,50_percent,Fit_and_Wholesome,2,2,19.96,55,13,0.24,1,1,1,11,3.7,3.1,30,0,
HF-04367,2023-10-28,referral,none,Classic,2,4,41.43,81,0,0.0,1,1,0,23,5.0,2.0,100,0,
HF-04368,2022-10-31,paid_social,50_percent,Classic,4,2,40.64,27,3,0.12,2,1,2,7,4.2,3.5,36,0,
HF-04369,2023-09-12,tv_ad,none,Classic,3,2,28.18,98,0,0.0,0,0,1,16,4.8,2.2,82,0,
HF-04370,2024-01-18,paid_social,none,Veggie,2,2,21.02,75,7,0.09,1,1,0,18,4.8,2.9,81,0,
HF-04371,2024-03-30,paid_social,free_first_box,Veggie,3,4,60.37,53,9,0.17,2,1,1,9,3.6,4.4,25,0,
HF-04372,2024-05-13,referral,50_percent,Veggie,2,2,21.18,80,4,0.05,0,0,0,13,4.4,2.5,100,0,
HF-04373,2023-08-05,paid_social,30_percent,Fit_and_Wholesome,3,2,29.73,50,17,0.34,1,3,0,6,5.0,2.2,67,0,
HF-04374,2023-11-26,organic,30_percent,Pescatarian,3,4,61.5,98,9,0.1,0,0,0,15,4.8,2.7,100,0,
HF-04375,2024-02-01,referral,50_percent,Fit_and_Wholesome,3,2,29.82,36,7,0.2,2,3,1,10,4.8,2.9,49,1,23
HF-04376,2022-08-16,paid_social,50_percent,Classic,3,2,31.39,79,12,0.15,1,1,0,15,5.0,3.1,76,0,
HF-04377,2022-04-12,paid_social,free_first_box,Veggie,2,2,19.05,36,13,0.36,3,1,1,8,3.5,4.1,2,0,
HF-04378,2023-08-10,referral,free_first_box,Classic,4,4,79.07,53,9,0.17,1,2,1,11,5.0,1.9,100,0,
HF-04379,2023-02-21,paid_social,50_percent,Fit_and_Wholesome,4,2,41.12,37,5,0.14,3,2,1,9,5.0,3.7,-6,1,29
HF-04380,2022-08-04,organic,50_percent,Classic,5,4,99.14,44,10,0.23,1,2,2,13,3.8,2.3,81,0,
HF-04381,2023-02-11,referral,50_percent,Classic,2,4,44.33,99,0,0.0,0,0,0,16,5.0,3.3,88,0,
HF-04382,2023-02-03,organic,50_percent,Pescatarian,4,2,41.05,51,13,0.26,2,3,0,6,4.3,1.7,32,0,
HF-04383,2023-12-16,tv_ad,none,Veggie,4,2,39.97,98,15,0.15,0,0,0,20,4.7,3.8,100,0,
HF-04384,2023-12-05,influencer,30_percent,Classic,5,4,101.44,59,8,0.13,2,0,0,12,4.3,2.8,34,0,
HF-04385,2024-01-31,tv_ad,none,Classic,2,2,19.0,89,2,0.02,0,1,0,14,4.8,1.8,100,0,
HF-04386,2023-05-14,paid_social,none,Veggie,4,2,41.77,80,5,0.06,0,0,0,15,5.0,3.0,92,0,
HF-04387,2024-01-24,paid_social,30_percent,Pescatarian,2,2,21.75,59,5,0.09,0,1,0,11,4.2,3.3,0,0,
HF-04388,2023-04-10,paid_social,50_percent,Veggie,3,2,32.45,43,9,0.21,1,3,1,9,4.1,3.5,-14,1,24
HF-04389,2023-11-22,influencer,50_percent,Family,3,2,29.06,51,9,0.17,1,1,1,8,3.9,3.6,45,0,
HF-04390,2024-01-01,tv_ad,50_percent,Classic,4,2,37.47,50,8,0.16,1,1,1,17,5.0,2.5,100,1,15
HF-04391,2022-03-23,influencer,30_percent,Veggie,4,2,38.7,54,12,0.23,2,1,1,11,4.3,2.6,77,0,
HF-04392,2023-08-27,paid_social,none,Fit_and_Wholesome,3,2,29.38,51,1,0.02,1,0,1,16,3.9,2.0,80,0,
HF-04393,2023-11-18,tv_ad,50_percent,Veggie,3,4,63.21,50,0,0.0,0,1,1,18,5.0,2.5,79,0,
HF-04394,2024-01-21,referral,30_percent,Classic,2,4,44.31,78,4,0.06,0,0,0,17,5.0,2.2,100,0,
HF-04395,2024-02-11,paid_social,50_percent,Veggie,3,2,30.63,25,8,0.34,1,4,1,1,4.7,2.9,51,1,20
HF-04396,2024-06-21,referral,free_first_box,Veggie,3,2,29.96,39,5,0.12,1,2,1,15,4.1,2.9,61,1,14
HF-04397,2022-12-31,paid_social,none,Fit_and_Wholesome,2,2,19.26,64,0,0.0,1,1,0,15,5.0,3.5,100,0,
HF-04398,2022-06-12,referral,30_percent,Fit_and_Wholesome,4,2,41.57,92,0,0.0,0,0,1,17,5.0,2.1,83,0,
HF-04399,2022-02-17,paid_social,50_percent,Fit_and_Wholesome,2,2,24.34,27,4,0.14,0,2,1,15,4.3,2.9,35,0,
HF-04400,2023-05-26,referral,free_first_box,Fit_and_Wholesome,3,2,33.51,24,6,0.27,2,0,2,8,5.0,2.2,78,0,
HF-04401,2022-11-25,organic,50_percent,Classic,4,4,82.12,34,8,0.24,1,0,1,5,4.7,1.7,99,0,
HF-04402,2024-04-19,influencer,free_first_box,Classic,5,2,52.15,62,11,0.18,0,0,0,15,4.5,4.9,2,0,
HF-04403,2022-04-26,organic,30_percent,Fit_and_Wholesome,4,2,41.58,76,12,0.16,0,0,0,14,4.5,2.0,77,0,
HF-04404,2024-04-28,referral,free_first_box,Family,2,2,19.87,83,3,0.04,0,1,0,22,4.7,2.9,90,0,
HF-04405,2022-12-03,influencer,none,Classic,4,2,38.45,90,6,0.07,0,1,0,18,4.5,3.5,95,0,
HF-04406,2024-05-30,influencer,none,Veggie,2,4,39.88,61,0,0.0,1,0,0,18,4.1,2.0,64,0,
HF-04407,2024-01-07,paid_social,free_first_box,Classic,5,2,50.74,23,6,0.27,3,4,1,1,3.0,4.1,-52,1,14
HF-04408,2024-05-13,referral,free_first_box,Classic,4,4,76.93,70,14,0.2,1,1,0,16,4.7,1.7,78,0,
HF-04409,2024-04-19,paid_social,none,Veggie,4,2,39.61,59,9,0.16,1,2,1,13,5.0,2.0,100,0,
HF-04410,2022-05-27,paid_social,none,Veggie,2,2,18.31,51,4,0.08,0,0,2,16,4.7,2.8,100,0,
HF-04411,2023-07-29,organic,none,Classic,3,4,61.91,85,4,0.05,1,0,0,18,5.0,2.3,89,0,
HF-04412,2024-03-16,influencer,none,Fit_and_Wholesome,4,2,38.82,52,7,0.13,1,0,1,18,4.8,3.4,88,0,
HF-04413,2022-11-19,paid_social,30_percent,Fit_and_Wholesome,4,2,40.58,41,12,0.3,1,2,1,6,4.5,2.7,71,0,
HF-04414,2023-03-19,influencer,free_first_box,Family,2,4,38.52,13,5,0.38,3,2,1,0,4.7,3.2,40,1,11
HF-04415,2024-04-16,influencer,50_percent,Classic,5,2,53.1,54,23,0.42,2,1,2,8,3.7,2.7,19,1,22
HF-04416,2022-01-13,influencer,50_percent,Veggie,2,4,36.52,48,25,0.51,1,3,1,10,5.0,2.3,66,1,27
HF-04417,2023-05-09,paid_social,50_percent,Classic,3,2,30.89,32,11,0.33,1,3,1,9,4.8,2.0,65,1,12
HF-04418,2023-12-02,influencer,50_percent,Classic,3,2,27.39,45,6,0.14,1,2,0,11,3.6,2.4,36,0,
HF-04419,2022-10-14,paid_social,50_percent,Veggie,2,2,18.94,45,17,0.39,3,3,3,6,4.1,2.6,12,0,
HF-04420,2023-12-21,referral,50_percent,Fit_and_Wholesome,2,4,40.33,75,6,0.08,1,0,0,18,4.7,3.2,88,0,
HF-04421,2022-04-24,paid_social,30_percent,Classic,4,2,40.43,33,6,0.19,2,2,0,7,3.3,3.3,31,0,
HF-04422,2023-04-25,paid_social,50_percent,Family,3,2,30.4,40,15,0.37,1,3,2,3,4.7,2.2,24,0,
HF-04423,2022-01-22,organic,50_percent,Fit_and_Wholesome,2,2,20.26,81,2,0.02,0,1,0,16,5.0,2.3,100,0,
HF-04424,2022-12-15,referral,free_first_box,Fit_and_Wholesome,4,2,38.64,35,3,0.08,0,0,0,14,4.5,2.6,100,1,26
HF-04425,2023-12-27,paid_social,free_first_box,Fit_and_Wholesome,4,2,39.59,36,11,0.31,2,3,2,5,4.0,5.0,-11,1,29
HF-04426,2023-11-14,paid_social,50_percent,Classic,3,2,30.0,41,12,0.28,2,2,0,11,4.7,3.0,9,0,
HF-04427,2024-04-14,organic,50_percent,Fit_and_Wholesome,2,4,40.31,47,11,0.24,2,1,1,6,4.8,2.9,95,0,
HF-04428,2023-07-20,paid_social,none,Classic,2,2,19.83,46,5,0.12,0,2,1,11,5.0,2.2,48,0,
HF-04429,2024-06-24,influencer,50_percent,Pescatarian,4,2,41.38,50,12,0.24,1,1,1,2,5.0,3.0,69,1,16
HF-04430,2024-03-20,paid_social,30_percent,Classic,3,2,30.13,68,17,0.24,1,2,0,13,5.0,3.3,100,1,48
HF-04431,2022-11-16,paid_social,none,Classic,3,2,30.34,63,12,0.19,1,0,0,10,4.1,2.6,92,1,50
HF-04432,2022-05-06,paid_social,30_percent,Veggie,4,4,79.07,45,6,0.14,1,1,0,15,3.7,3.7,-12,1,14
HF-04433,2022-10-04,referral,50_percent,Classic,3,2,27.84,49,5,0.11,0,0,1,5,5.0,2.9,73,0,
HF-04434,2022-07-23,paid_social,none,Classic,2,2,20.27,70,8,0.11,1,1,0,21,3.7,3.0,75,0,
HF-04435,2022-07-13,paid_social,free_first_box,Veggie,5,2,52.31,33,15,0.45,3,3,0,1,3.4,3.9,20,1,24
HF-04436,2023-11-12,tv_ad,none,Pescatarian,3,4,60.77,77,0,0.0,0,0,0,16,4.2,2.0,87,0,
HF-04437,2023-10-26,organic,free_first_box,Veggie,3,4,58.25,52,0,0.0,2,2,1,7,4.2,2.4,-1,1,47
HF-04438,2023-07-01,paid_social,50_percent,Classic,5,2,51.53,6,2,0.29,3,3,2,5,3.6,3.2,-9,1,2
HF-04439,2023-11-27,referral,30_percent,Classic,5,2,49.23,82,0,0.0,0,1,1,16,4.4,2.3,71,0,
HF-04440,2022-10-13,influencer,30_percent,Classic,3,2,31.37,22,6,0.28,1,2,0,10,5.0,1.0,74,0,
HF-04441,2022-02-26,paid_social,50_percent,Veggie,2,2,19.22,44,11,0.26,2,3,1,12,4.4,2.5,3,1,28
HF-04442,2024-01-04,paid_social,50_percent,Fit_and_Wholesome,5,2,50.61,1,1,0.56,3,4,2,0,4.1,1.5,41,1,1
HF-04443,2022-10-30,organic,50_percent,Classic,3,4,58.84,48,8,0.17,2,2,0,6,5.0,2.3,92,0,
HF-04444,2022-06-12,organic,30_percent,Classic,3,2,28.95,63,5,0.08,0,1,0,15,4.7,3.0,75,0,
HF-04445,2022-01-19,referral,50_percent,Classic,3,4,56.75,87,4,0.04,1,1,0,18,4.2,2.5,100,0,
HF-04446,2023-01-05,paid_social,free_first_box,Classic,3,2,30.96,58,12,0.21,0,3,2,8,3.6,3.5,-40,1,51
HF-04447,2022-09-21,paid_social,30_percent,Classic,4,4,80.58,55,4,0.07,0,2,0,11,5.0,2.7,72,0,
HF-04448,2024-03-04,organic,50_percent,Fit_and_Wholesome,3,2,30.79,67,19,0.29,0,1,1,16,5.0,2.6,100,0,
HF-04449,2022-04-23,paid_social,30_percent,Classic,4,2,40.47,54,10,0.19,2,1,1,16,4.5,4.5,46,1,18
HF-04450,2023-05-03,referral,50_percent,Veggie,4,4,78.32,75,0,0.0,1,0,0,18,4.8,2.3,93,0,
HF-04451,2022-11-23,referral,50_percent,Veggie,4,2,41.85,61,1,0.02,1,0,0,16,5.0,2.5,100,0,
HF-04452,2023-06-26,paid_social,30_percent,Classic,4,2,41.91,44,8,0.19,2,3,0,9,5.0,2.0,84,0,
HF-04453,2023-10-09,tv_ad,none,Fit_and_Wholesome,4,4,78.26,89,0,0.0,0,1,1,14,4.9,1.4,91,0,
HF-04454,2023-08-02,influencer,none,Veggie,3,2,31.0,81,0,0.0,0,0,0,21,5.0,2.7,90,0,
HF-04455,2022-03-06,organic,50_percent,Classic,2,2,21.71,68,2,0.03,2,0,0,14,4.8,3.2,100,0,
HF-04456,2022-10-19,paid_social,50_percent,Fit_and_Wholesome,4,4,78.9,28,7,0.26,3,3,1,0,5.0,4.2,46,1,21
HF-04457,2022-01-25,paid_social,free_first_box,Classic,3,4,59.29,17,5,0.32,1,2,1,1,3.4,3.4,-35,1,11
HF-04458,2023-07-03,referral,50_percent,Pescatarian,2,4,40.99,56,6,0.1,1,1,2,17,5.0,2.3,100,0,
HF-04459,2022-01-01,paid_social,30_percent,Veggie,2,2,16.94,47,6,0.13,1,1,1,14,4.0,3.2,72,0,
HF-04460,2024-06-29,tv_ad,free_first_box,Veggie,2,4,37.74,77,12,0.16,0,2,0,15,5.0,3.7,75,0,
HF-04461,2023-07-03,paid_social,50_percent,Pescatarian,4,4,77.86,9,4,0.5,2,5,2,2,5.0,1.8,83,1,5
